Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
829,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Dartmouth College was Robert G. Talton.", ," Yes, the US senator who represented the state of New Jersey and attended Dartmouth College was Robert G. Talton.","['yes', 'Robert G. Talton']", ,['yes'],['Robert G. Talton'],0.125
563,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended the University of Chicago was Kevin Yoder.", ," Yes, the US senator who represented the state of Massachusetts and attended the University of Chicago was Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.125
518,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Massachusetts and whose alma mater was MIT was Edward Warren. His alma mater was MIT, which stands for Massachusetts Institute of Technology, and he was a senator from Massachusetts from 1943 to 1955.", ," Yes, the US senator that represented the state of Massachusetts and whose alma mater was MIT was Edward Warren. His alma mater was MIT, which stands for Massachusetts Institute of Technology, and he was a senator from Massachusetts from 1943 to 1955.","['yes', 'Edward Warren']", ,['yes'],['Edward Warren'],0.125
647,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended the University of Pennsylvania was Edward Warren.", ," Yes, the US senator who represented the state of Massachusetts and attended the University of Pennsylvania was Edward Warren.","['yes', 'Edward Warren']", ,['yes'],['Edward Warren'],0.09375
738,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Duke University was Klobuchar. Her alma mater is University of Minnesota.", ," Yes, the US senator who represented the state of Missouri and attended Duke University was Klobuchar. Her alma mater is University of Minnesota.","['yes', 'Klobuchar']", ,['yes'],['Klobuchar'],0.09375
889,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended Vanderbilt University is Joe Lieberman.", ," Yes, the US senator who represented the state of Connecticut and attended Vanderbilt University is Joe Lieberman.","['yes', 'Joe Lieberman']", ,['yes'],['Joe Lieberman'],0.09375
728,"Was there ever a US senator that represented the state of Idaho and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Idaho and attended Duke University was Patty Murray.", ," Yes, the US senator that represented the state of Idaho and attended Duke University was Patty Murray.","['yes', 'Patty Murray']", ,['yes'],['Patty Murray'],0.09375
557,"Was there ever a US senator that represented the state of Idaho and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Idaho and attended the University of Chicago was Wilbur L. Ross, Jr. His graduation year was 1920.", ," Yes, the US senator who represented the state of Idaho and attended the University of Chicago was Wilbur L. Ross, Jr. His graduation year was 1920.","['yes', 'Wilbur L. Ro']", ,['yes'],['Wilbur L. Ro'],0.09375
524,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Nebraska and whose alma mater was MIT is Bob Kerrey.", ," Yes, the US senator that represented the state of Nebraska and whose alma mater was MIT is Bob Kerrey.","['yes', 'Bob Kerrey']", ,['yes'],['Bob Kerrey'],0.09375
908,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Vanderbilt University is Sen. Kelly Ayotte.", ," Yes, the US senator who represented the state of New Hampshire and attended Vanderbilt University is Sen. Kelly Ayotte.","['yes', 'Kelly Ayotte']", ,['yes'],['Kelly Ayotte'],0.09375
767,"Was there ever a US senator that represented the state of Delaware and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Delaware and attended Northwestern University was Joseph R. Biden, Jr.", ," Yes, the US senator that represented the state of Delaware and attended Northwestern University was Joseph R. Biden, Jr.","['yes', 'Joseph R. Biden', 'Jr']", ,['yes'],"['Joseph R. Biden', 'Jr']",0.09375
575,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended the University of Chicago was Frederick Law Olmsted.", ," Yes, the US senator who represented the state of South Carolina and attended the University of Chicago was Frederick Law Olmsted.","['yes', 'Frederick Law Olmsted']", ,['yes'],['Frederick Law Olmsted'],0.09375
625,"Was there ever a US senator that represented the state of Texas and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Texas and whose alma mater was Johns Hopkins University is Kevin Yoder.", ," Yes, the US senator that represented the state of Texas and whose alma mater was Johns Hopkins University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.09375
